Event,Time,Healthy People,Ill People,Recoverd people,RIP
[heal/dead],1.9730590479710297,646,235,421,119 
[heal/dead],1.9735362366812252,647,234,422,119 
[heal/dead],1.9792974230126388,648,233,423,119 
[heal/dead],1.9816515881032826,649,232,424,119 
[heal/dead],1.9915894341493798,650,231,425,119 
[heal/dead],1.9931308625713846,651,230,426,119 
[heal/dead],1.9973593534467557,652,229,427,119 
[heal/dead],1.998008047003181,653,228,428,119 
[heal/dead],2.0003116963422767,653,227,428,120 
[Sick],2.003691447985179,652,228,428,120 
[heal/dead],2.0052710226529613,653,227,429,120 
[heal/dead],2.0056200454581097,654,226,430,120 
[heal/dead],2.010128034139927,655,225,431,120 
[heal/dead],2.0105939123413226,656,224,432,120 
[heal/dead],2.0111535317485245,657,223,433,120 
[heal/dead],2.011637636915956,658,222,434,120 
[heal/dead],2.0123639237274302,659,221,435,120 
[Sick],2.0141178691190125,658,222,435,120 
[Sick],2.0194090856149067,657,223,435,120 
[heal/dead],2.0217671096266128,657,222,435,121 
[Sick],2.021975497236722,656,223,435,121 
[heal/dead],2.022844540816749,657,222,436,121 
[heal/dead],2.0238940433994403,658,221,437,121 
[Sick],2.025000287590839,657,222,437,121 
[Sick],2.025367242838108,656,223,437,121 
[heal/dead],2.025761624795886,657,222,438,121 
[heal/dead],2.030460774440422,658,221,439,121 
[heal/dead],2.036529234093309,659,220,440,121 
[heal/dead],2.0391211894034176,660,219,441,121 
[Sick],2.0397735383705284,659,220,441,121 
[heal/dead],2.042455655203583,660,219,442,121 
[heal/dead],2.0554711993255608,660,218,442,122 
[Sick],2.056149726821218,659,219,442,122 
[heal/dead],2.0590014929664764,660,218,443,122 
[heal/dead],2.0634714788386135,660,217,443,123 
[heal/dead],2.0651539820257674,661,216,444,123 
[heal/dead],2.065744074306602,662,215,445,123 
[heal/dead],2.06909846781999,663,214,446,123 
[heal/dead],2.0777170324294434,664,213,447,123 
[Sick],2.079240709905605,663,214,447,123 
[heal/dead],2.0811066334201724,664,213,448,123 
[heal/dead],2.0848690295521837,665,212,449,123 
[heal/dead],2.085674113458502,666,211,450,123 
[heal/dead],2.086204073596282,666,210,450,124 
[Sick],2.0970079905753676,665,211,450,124 
[heal/dead],2.0972843062845326,666,210,451,124 
[heal/dead],2.0981973695727536,667,209,452,124 
[Sick],2.100648697055019,666,210,452,124 
[heal/dead],2.1008825247546543,666,209,452,125 
[Sick],2.1184881351340303,665,210,452,125 
[heal/dead],2.1189317937896366,666,209,453,125 
[Sick],2.1190424365380847,665,210,453,125 
[heal/dead],2.1208533542809818,666,209,454,125 
[heal/dead],2.1228439278745066,667,208,455,125 
[heal/dead],2.1274352237026877,668,207,456,125 
[Sick],2.130734312913042,667,208,456,125 
[Sick],2.133647598302162,666,209,456,125 
[Sick],2.1336803439369056,665,210,456,125 
[Sick],2.1367595505117993,664,211,456,125 
[heal/dead],2.137441163822337,665,210,457,125 
[heal/dead],2.1390608818920382,666,209,458,125 
[Sick],2.1452486328632894,665,210,458,125 
[Sick],2.1488812779833975,664,211,458,125 
[Sick],2.151069237749075,663,212,458,125 
[Sick],2.154346342863895,662,213,458,125 
[heal/dead],2.1573638375971997,663,212,459,125 
[heal/dead],2.159641264183518,664,211,460,125 
[heal/dead],2.1604411148957383,665,210,461,125 
[heal/dead],2.1613759509360433,666,209,462,125 
[heal/dead],2.1676140574753915,667,208,463,125 
[Sick],2.1789428383634353,666,209,463,125 
[Sick],2.18347854333876,665,210,463,125 
[Sick],2.1839276671952303,664,211,463,125 
[Sick],2.1841165983578987,663,212,463,125 
[Sick],2.1945265001813468,662,213,463,125 
[heal/dead],2.195743276240372,663,212,464,125 
[heal/dead],2.2022622652967163,664,211,465,125 
[heal/dead],2.207465169704326,665,210,466,125 
[Sick],2.2093045155598006,664,211,466,125 
[heal/dead],2.21126958415835,664,210,466,126 
[Sick],2.2113850558769714,663,211,466,126 
[heal/dead],2.213851309238606,664,210,467,126 
[Sick],2.219802369961796,663,211,467,126 
[heal/dead],2.2259340877673846,663,210,467,127 
[Sick],2.2358685382214905,662,211,467,127 
[heal/dead],2.2375456294492237,663,210,468,127 
[Sick],2.237778285472514,662,211,468,127 
[Sick],2.237851657505317,661,212,468,127 
[Sick],2.2399286111265906,660,213,468,127 
[Sick],2.2405337502901377,659,214,468,127 
[Sick],2.243399158945939,658,215,468,127 
[heal/dead],2.251648892834386,659,214,469,127 
[Sick],2.2569186775153267,658,215,469,127 
[Sick],2.257440970745314,657,216,469,127 
[heal/dead],2.265126844322911,658,215,470,127 
[Sick],2.2840204829982196,657,216,470,127 
[heal/dead],2.29012329347926,657,215,470,128 
[heal/dead],2.291082083760476,658,214,471,128 
[Sick],2.2911078831618403,657,215,471,128 
[Sick],2.2924390335802505,656,216,471,128 
[heal/dead],2.292622309233084,657,215,472,128 
[Sick],2.294230309611997,656,216,472,128 
[Sick],2.299738166460922,655,217,472,128 
[heal/dead],2.301038336251467,655,216,472,129 
[heal/dead],2.3016901005732273,655,215,472,130 
[Sick],2.3060850435702793,654,216,472,130 
[heal/dead],2.307231794931477,655,215,473,130 
[heal/dead],2.3098157707341467,656,214,474,130 
[Sick],2.3110462462226757,655,215,474,130 
[heal/dead],2.3128134077798777,656,214,475,130 
[heal/dead],2.3143995576799314,656,213,475,131 
[heal/dead],2.315009829892018,657,212,476,131 
[heal/dead],2.3225385116089727,658,211,477,131 
[Sick],2.3267064196280196,657,212,477,131 
[heal/dead],2.328260689623557,657,211,477,132 
[heal/dead],2.329870569785896,657,210,477,133 
[heal/dead],2.3354104586350877,658,209,478,133 
[heal/dead],2.3399156812791837,659,208,479,133 
[heal/dead],2.342256069591568,660,207,480,133 
[Sick],2.3423722285018367,659,208,480,133 
[heal/dead],2.344034608936887,659,207,480,134 
[heal/dead],2.3454070880981277,660,206,481,134 
[heal/dead],2.3496825823956446,660,205,481,135 
[Sick],2.3516671744787407,659,206,481,135 
[heal/dead],2.3546207345653154,659,205,481,136 
[heal/dead],2.3565870890921237,660,204,482,136 
[heal/dead],2.3568331857287452,661,203,483,136 
[Sick],2.36012770081759,660,204,483,136 
[heal/dead],2.360566680040541,660,203,483,137 
[Sick],2.363879392644129,659,204,483,137 
[Sick],2.365090801133814,658,205,483,137 
[Sick],2.3674120294351857,657,206,483,137 
[heal/dead],2.36965246430376,658,205,484,137 
[Sick],2.371594434424266,657,206,484,137 
[Sick],2.372713015370477,656,207,484,137 
[heal/dead],2.3772184823938245,657,206,485,137 
[heal/dead],2.378999722954599,657,205,485,138 
[heal/dead],2.3815114500218852,658,204,486,138 
[heal/dead],2.3849223363985987,659,203,487,138 
[heal/dead],2.3921401055352502,660,202,488,138 
[heal/dead],2.3949320245185257,661,201,489,138 
[heal/dead],2.3953283430789325,662,200,490,138 
[Sick],2.410033268038937,661,201,490,138 
[heal/dead],2.4103961737952226,661,200,490,139 
[Sick],2.412415713511923,660,201,490,139 
[Sick],2.413696035275022,659,202,490,139 
[heal/dead],2.4142598014696994,660,201,491,139 
[heal/dead],2.42154417235786,661,200,492,139 
[heal/dead],2.427309086048481,661,199,492,140 
[heal/dead],2.427853521577758,662,198,493,140 
[heal/dead],2.4304890915677007,663,197,494,140 
[heal/dead],2.4339492578899886,663,196,494,141 
[heal/dead],2.4358896703731623,664,195,495,141 
[Sick],2.4394486229919567,663,196,495,141 
[heal/dead],2.4407558742655495,664,195,496,141 
[Sick],2.4407623697381204,663,196,496,141 
[heal/dead],2.4417392428590325,664,195,497,141 
[heal/dead],2.443125136200179,665,194,498,141 
[heal/dead],2.447485544904654,666,193,499,141 
[heal/dead],2.4505703874128257,666,192,499,142 
[heal/dead],2.455380986613962,667,191,500,142 
[heal/dead],2.458296967367147,667,190,500,143 
[Sick],2.4632606242286426,666,191,500,143 
[Sick],2.464106937452837,665,192,500,143 
[Sick],2.4649551202837316,664,193,500,143 
[heal/dead],2.4658935440285714,664,192,500,144 
[heal/dead],2.4668844981677367,665,191,501,144 
[heal/dead],2.470242388601039,666,190,502,144 
[Sick],2.473884533137766,665,191,502,144 
[Sick],2.4744196083777252,664,192,502,144 
[Sick],2.4762559010411107,663,193,502,144 
[heal/dead],2.486165795304699,663,192,502,145 
[Sick],2.4958335295565517,662,193,502,145 
[Sick],2.498151382752698,661,194,502,145 
[heal/dead],2.5031250631431345,662,193,503,145 
[heal/dead],2.504548719418883,663,192,504,145 
[heal/dead],2.506274875111626,664,191,505,145 
[Sick],2.506776638113616,663,192,505,145 
[heal/dead],2.5094264905685124,664,191,506,145 
[heal/dead],2.5147413235470424,665,190,507,145 
[heal/dead],2.518020762129042,666,189,508,145 
[heal/dead],2.5227467153446637,666,188,508,146 
[heal/dead],2.524018781029492,667,187,509,146 
[heal/dead],2.527046749805642,668,186,510,146 
[Sick],2.53331790927006,667,187,510,146 
[Sick],2.5340075023782482,666,188,510,146 
[heal/dead],2.534935474237359,667,187,511,146 
[heal/dead],2.542874509850906,668,186,512,146 
[Sick],2.5445925761840984,667,187,512,146 
[heal/dead],2.5470035805542026,667,186,512,147 
[heal/dead],2.5540898054052343,668,185,513,147 
[heal/dead],2.5549237650174934,669,184,514,147 
[heal/dead],2.5552820486024106,669,183,514,148 
[heal/dead],2.559960404765294,670,182,515,148 
[heal/dead],2.564176368163598,671,181,516,148 
[heal/dead],2.566852794830205,672,180,517,148 
[heal/dead],2.5850943505112607,673,179,518,148 
[heal/dead],2.58900534032775,674,178,519,148 
[Sick],2.604137919308433,673,179,519,148 
[heal/dead],2.6062462595131155,674,178,520,148 
[heal/dead],2.608650236523232,675,177,521,148 
[Sick],2.6100534269450484,674,178,521,148 
[heal/dead],2.619366823507907,675,177,522,148 
[Sick],2.619871823220835,674,178,522,148 
[Sick],2.6200791408571695,673,179,522,148 
[heal/dead],2.6407258496625197,674,178,523,148 
[heal/dead],2.641444560324298,675,177,524,148 
[Sick],2.647133338826549,674,178,524,148 
[heal/dead],2.6478012162506137,674,177,524,149 
[Sick],2.6479612942978306,673,178,524,149 
[heal/dead],2.6676945083662407,673,177,524,150 
[heal/dead],2.668141240640429,673,176,524,151 
[heal/dead],2.6689092881431553,674,175,525,151 
[heal/dead],2.6695509313916372,675,174,526,151 
[heal/dead],2.669899948825508,676,173,527,151 
[heal/dead],2.671637578032391,676,172,527,152 
[heal/dead],2.6936879756181624,677,171,528,152 
[heal/dead],2.7012722232393664,678,170,529,152 
[Sick],2.7032832900145394,677,171,529,152 
[heal/dead],2.7035108041649303,678,170,530,152 
[heal/dead],2.705343758351927,679,169,531,152 
[Sick],2.7109112359783376,678,170,531,152 
[Sick],2.714659070489252,677,171,531,152 
[heal/dead],2.7176461345611935,677,170,531,153 
[heal/dead],2.7300661166059874,678,169,532,153 
[Sick],2.7326782040278896,677,170,532,153 
[heal/dead],2.7328138287878416,678,169,533,153 
[heal/dead],2.7391739711034537,679,168,534,153 
[heal/dead],2.739741670884909,679,167,534,154 
[heal/dead],2.740032692218853,680,166,535,154 
[heal/dead],2.742495728236813,681,165,536,154 
[heal/dead],2.7463824208037333,682,164,537,154 
[Sick],2.7472962209900094,681,165,537,154 
[heal/dead],2.74993938910554,682,164,538,154 
[heal/dead],2.7570489843675725,683,163,539,154 
[heal/dead],2.7582037595730977,684,162,540,154 
[heal/dead],2.760798716868483,685,161,541,154 
[heal/dead],2.7645652138868706,686,160,542,154 
[heal/dead],2.7678550713329484,687,159,543,154 
[Sick],2.7776985341104203,686,160,543,154 
[heal/dead],2.778578561022755,686,159,543,155 
[heal/dead],2.7834153186776778,687,158,544,155 
[Sick],2.787423661675993,686,159,544,155 
[Sick],2.7964175594363896,685,160,544,155 
[heal/dead],2.8025240847765502,686,159,545,155 
[heal/dead],2.8030623855558385,687,158,546,155 
[heal/dead],2.8078710799387063,688,157,547,155 
[heal/dead],2.812081493516779,688,156,547,156 
[heal/dead],2.815580300553781,688,155,547,157 
[heal/dead],2.8250556117848697,689,154,548,157 
[heal/dead],2.8265642399247004,690,153,549,157 
[Sick],2.828625804264239,689,154,549,157 
[heal/dead],2.8289087270823474,690,153,550,157 
[heal/dead],2.8346309000842673,690,152,550,158 
[heal/dead],2.8368819885158327,691,151,551,158 
[heal/dead],2.8423214819315854,692,150,552,158 
[heal/dead],2.847111704350797,693,149,553,158 
[heal/dead],2.8513547430267927,694,148,554,158 
[heal/dead],2.853569711441547,695,147,555,158 
[Sick],2.853968220504035,694,148,555,158 
[heal/dead],2.8638502114442193,695,147,556,158 
[Sick],2.8763818300820967,694,148,556,158 
[heal/dead],2.8780263699291226,695,147,557,158 
[Sick],2.882067677818708,694,148,557,158 
[heal/dead],2.882489906255705,695,147,558,158 
[heal/dead],2.885830751490431,696,146,559,158 
[heal/dead],2.8881101661282265,697,145,560,158 
[heal/dead],2.8907377881468186,698,144,561,158 
[heal/dead],2.9002964235723407,698,143,561,159 
[Sick],2.909999946583705,697,144,561,159 
[Sick],2.910638888232972,696,145,561,159 
[Sick],2.9134696129530155,695,146,561,159 
[heal/dead],2.9212942591381164,696,145,562,159 
[Sick],2.921723067512454,695,146,562,159 
[heal/dead],2.924899599691973,696,145,563,159 
[heal/dead],2.925610893957207,697,144,564,159 
[Sick],2.9292869461874385,696,145,564,159 
[Sick],2.9297015528306063,695,146,564,159 
[heal/dead],2.930594571938437,696,145,565,159 
[heal/dead],2.9334547828951347,697,144,566,159 
[heal/dead],2.9350124810808467,697,143,566,160 
[heal/dead],2.939100148121681,698,142,567,160 
[Sick],2.9433571389069404,697,143,567,160 
[heal/dead],2.94578820839689,698,142,568,160 
[heal/dead],2.947832736502939,699,141,569,160 
[Sick],2.9479910928200836,698,142,569,160 
[heal/dead],2.962988835172289,699,141,570,160 
[Sick],2.9669794484697043,698,142,570,160 
[heal/dead],2.975035400810078,699,141,571,160 
[heal/dead],2.9769145017062537,700,140,572,160 
[heal/dead],2.9842791656686294,701,139,573,160 
[Sick],2.9844502708691425,700,140,573,160 
[heal/dead],2.9870029042932145,701,139,574,160 
[Sick],2.9963746106595375,700,140,574,160 
[heal/dead],2.9982776291622515,701,139,575,160 
[heal/dead],2.998929735880902,702,138,576,160 
[heal/dead],3.008642367784094,703,137,577,160 
[heal/dead],3.0278145932464198,704,136,578,160 
[heal/dead],3.0279227102225623,704,135,578,161 
[Sick],3.027941679602038,703,136,578,161 
[heal/dead],3.0478989765899724,703,135,578,162 
[heal/dead],3.066262497105541,703,134,578,163 
[heal/dead],3.072342493703191,703,133,578,164 
[heal/dead],3.0732227366094436,704,132,579,164 
[heal/dead],3.0741584623343017,705,131,580,164 
[Sick],3.0749469455021843,704,132,580,164 
[Sick],3.079328452384608,703,133,580,164 
[Sick],3.080450032927215,702,134,580,164 
[heal/dead],3.0815122125281174,703,133,581,164 
[heal/dead],3.095494403888389,703,132,581,165 
[Sick],3.102139123991888,702,133,581,165 
[heal/dead],3.1080989135697146,702,132,581,166 
[Sick],3.1100072571639634,701,133,581,166 
[heal/dead],3.114106488110164,702,132,582,166 
[heal/dead],3.117565829894378,703,131,583,166 
[heal/dead],3.1208724834646757,704,130,584,166 
[Sick],3.1357305792819887,703,131,584,166 
[heal/dead],3.14028732421489,704,130,585,166 
[heal/dead],3.1405269058163467,705,129,586,166 
[heal/dead],3.140783546783546,706,128,587,166 
[heal/dead],3.152335623527302,707,127,588,166 
[heal/dead],3.1607256762747875,708,126,589,166 
[Sick],3.1651422107326916,707,127,589,166 
[heal/dead],3.1664165695023327,708,126,590,166 
[heal/dead],3.180657021122115,709,125,591,166 
[heal/dead],3.1890726351463354,709,124,591,167 
[heal/dead],3.1946430226294997,709,123,591,168 
[Sick],3.1963186808072557,708,124,591,168 
[Sick],3.199610534616264,707,125,591,168 
[heal/dead],3.2004481256137414,708,124,592,168 
[heal/dead],3.20840034480232,709,123,593,168 
[heal/dead],3.2155249006568054,710,122,594,168 
[heal/dead],3.22051674069974,711,121,595,168 
[Sick],3.2210060419718642,710,122,595,168 
[heal/dead],3.228599337774605,711,121,596,168 
[heal/dead],3.246774486300665,711,120,596,169 
[heal/dead],3.2492931312104965,712,119,597,169 
[heal/dead],3.2531319410863833,713,118,598,169 
[Sick],3.254515127077356,712,119,598,169 
[Sick],3.2556972207168804,711,120,598,169 
[Sick],3.2587929282632753,710,121,598,169 
[heal/dead],3.264409775638468,711,120,599,169 
[heal/dead],3.2650517432804986,712,119,600,169 
[heal/dead],3.265159565148501,713,118,601,169 
[Sick],3.269152731568107,712,119,601,169 
[heal/dead],3.271148235137124,713,118,602,169 
[heal/dead],3.2716295801447584,714,117,603,169 
[heal/dead],3.27645005674563,715,116,604,169 
[heal/dead],3.2802185987393604,716,115,605,169 
[heal/dead],3.2898354718300484,717,114,606,169 
[Sick],3.293600009749109,716,115,606,169 
[heal/dead],3.2969394846130418,717,114,607,169 
[heal/dead],3.3116599815205006,718,113,608,169 
[heal/dead],3.3134578380519666,719,112,609,169 
[heal/dead],3.318162061789612,720,111,610,169 
[Sick],3.3233079648027135,719,112,610,169 
[Sick],3.3246523751013033,718,113,610,169 
[Sick],3.3275241817771595,717,114,610,169 
[Sick],3.33998717537193,716,115,610,169 
[Sick],3.348224400721005,715,116,610,169 
[heal/dead],3.353501694529928,716,115,611,169 
[heal/dead],3.364012652682296,717,114,612,169 
[heal/dead],3.36536587299884,717,113,612,170 
[heal/dead],3.366243709230141,718,112,613,170 
[heal/dead],3.3857627768607492,719,111,614,170 
[heal/dead],3.3881502812796804,720,110,615,170 
[heal/dead],3.3916596975801525,720,109,615,171 
[heal/dead],3.3922907645358724,721,108,616,171 
[heal/dead],3.3954124296253183,722,107,617,171 
[heal/dead],3.4012249711874065,723,106,618,171 
[Sick],3.4107239187598624,722,107,618,171 
[heal/dead],3.4223733707356767,723,106,619,171 
[Sick],3.4231312371039935,722,107,619,171 
[heal/dead],3.427634507593808,723,106,620,171 
[heal/dead],3.430469617641307,723,105,620,172 
[heal/dead],3.4376816844122993,724,104,621,172 
[Sick],3.4392385024173766,723,105,621,172 
[heal/dead],3.4451816601609577,724,104,622,172 
[heal/dead],3.44902174884107,724,103,622,173 
[heal/dead],3.4514012094725555,725,102,623,173 
[heal/dead],3.464586856085316,726,101,624,173 
[heal/dead],3.4646938266774576,727,100,625,173 
[heal/dead],3.471213849156358,727,99,625,174 
[Sick],3.4867307272238763,726,100,625,174 
[heal/dead],3.4886632694288044,727,99,626,174 
[heal/dead],3.497290282312786,728,98,627,174 
[Sick],3.4979236723130973,727,99,627,174 
[Sick],3.5072658189831345,726,100,627,174 
[heal/dead],3.5103932387425574,726,99,627,175 
[Sick],3.5204855434895057,725,100,627,175 
[heal/dead],3.5208733349179564,726,99,628,175 
[heal/dead],3.5210459388224122,726,98,628,176 
[heal/dead],3.5374388318829415,727,97,629,176 
[heal/dead],3.5386822657018957,727,96,629,177 
[heal/dead],3.544180717885495,727,95,629,178 
[Sick],3.5468129524672127,726,96,629,178 
[heal/dead],3.549652234606559,727,95,630,178 
[Sick],3.5719829188866865,726,96,630,178 
[Sick],3.57580849286808,725,97,630,178 
[heal/dead],3.589384037080204,726,96,631,178 
[Sick],3.596528285083727,725,97,631,178 
[heal/dead],3.6284743706267584,726,96,632,178 
[heal/dead],3.629893361696432,727,95,633,178 
[heal/dead],3.636071804046412,728,94,634,178 
[heal/dead],3.6464950480907334,729,93,635,178 
[heal/dead],3.6547543835288696,729,92,635,179 
[heal/dead],3.65785532405862,730,91,636,179 
[Sick],3.6656745757107205,729,92,636,179 
[heal/dead],3.6720392145825844,730,91,637,179 
[heal/dead],3.678422626848567,731,90,638,179 
[Sick],3.6802285062510594,730,91,638,179 
[Sick],3.6819398408481825,729,92,638,179 
[heal/dead],3.695328833889933,729,91,638,180 
[heal/dead],3.7004098121968463,730,90,639,180 
[Sick],3.700461900219255,729,91,639,180 
[heal/dead],3.705000359627766,730,90,640,180 
[heal/dead],3.7141061202825587,731,89,641,180 
[heal/dead],3.714519773157336,732,88,642,180 
[heal/dead],3.7268746532024126,732,87,642,181 
[Sick],3.754720056049945,731,88,642,181 
[heal/dead],3.773738288209139,732,87,643,181 
[heal/dead],3.7764157963532585,733,86,644,181 
[heal/dead],3.7921859137485123,734,85,645,181 
[heal/dead],3.802230182969147,735,84,646,181 
[heal/dead],3.8079649644919367,736,83,647,181 
[heal/dead],3.8213135053244245,736,82,647,182 
[Sick],3.827002604747103,735,83,647,182 
[Sick],3.8335092945141938,734,84,647,182 
[heal/dead],3.8407238869956632,735,83,648,182 
[heal/dead],3.8490114787209135,736,82,649,182 
[Sick],3.870135318343551,735,83,649,182 
[heal/dead],3.876276523638571,736,82,650,182 
[heal/dead],3.8780406626454735,737,81,651,182 
[Sick],3.8805366876201894,736,82,651,182 
[heal/dead],3.9016463043069054,737,81,652,182 
[Sick],3.918967408240053,736,82,652,182 
[heal/dead],3.9220333937236105,737,81,653,182 
[heal/dead],3.9242783930785823,738,80,654,182 
[heal/dead],3.9499550072012997,739,79,655,182 
[Sick],3.952171208280713,738,80,655,182 
[heal/dead],3.9555863159889695,738,79,655,183 
[heal/dead],3.959211304817144,739,78,656,183 
[heal/dead],3.9673984615435582,740,77,657,183 
[heal/dead],3.9885402012227096,741,76,658,183 
[heal/dead],3.997903715214929,742,75,659,183 
[heal/dead],4.001751923384098,743,74,660,183 
[heal/dead],4.018494551659088,744,73,661,183 
[heal/dead],4.026364254249025,744,72,661,184 
[heal/dead],4.0279933225971725,745,71,662,184 
[heal/dead],4.051343158658758,746,70,663,184 
[heal/dead],4.053044081912213,747,69,664,184 
[Sick],4.0722820698916395,746,70,664,184 
[heal/dead],4.09686811677997,747,69,665,184 
[heal/dead],4.10655685182432,748,68,666,184 
[heal/dead],4.110634320598523,749,67,667,184 
[heal/dead],4.118881716394016,750,66,668,184 
[heal/dead],4.135453986960215,751,65,669,184 
[heal/dead],4.1481418532638195,752,64,670,184 
[heal/dead],4.149094069852305,753,63,671,184 
[heal/dead],4.159093089986228,754,62,672,184 
[heal/dead],4.185217279824078,755,61,673,184 
[heal/dead],4.202281049569235,756,60,674,184 
[heal/dead],4.229792436770555,756,59,674,185 
[Sick],4.234374869392114,755,60,674,185 
[heal/dead],4.235886104834421,756,59,675,185 
[heal/dead],4.236461442996895,757,58,676,185 
[heal/dead],4.2400398102566035,758,57,677,185 
[heal/dead],4.241622870622574,758,56,677,186 
[heal/dead],4.25308426292797,759,55,678,186 
[heal/dead],4.269182148809603,760,54,679,186 
[heal/dead],4.275334265430104,761,53,680,186 
[heal/dead],4.311327627224667,762,52,681,186 
[heal/dead],4.31623731543884,763,51,682,186 
[heal/dead],4.336160075282523,764,50,683,186 
[heal/dead],4.395139250315325,765,49,684,186 
[heal/dead],4.443007880549299,766,48,685,186 
[heal/dead],4.475151383238065,767,47,686,186 
[Sick],4.476925408315939,766,48,686,186 
[heal/dead],4.488073657619603,767,47,687,186 
